created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 13 05:51:11 +0000 2024;1757281242817745172;"Hasto Kristiyanto mengatakan jika Film Dirty Vote yang sedang ramai diperbincangkan saat ini menyuarakan kebenaran dinamika politik di lapangan. Film ini merupakan kritik terhadap Presiden dan penyelenggara pemilu.  #KitaAdalahTiga #SayaMantabMilihGanjar https://t.co/SBZ08MPfVz";0;0;0;0;in;984308636951265285;1757281242817745172;Neng_Geulis_;https://twitter.com/Neng_Geulis_/status/1757281242817745172
Tue Feb 13 05:50:53 +0000 2024;1757281167974572183;"Pasal 278 ayat (2) UU Pemilu menjelaskan bahwa selama masa tenang tersebut pelaksana, peserta, dan/atau tim kampanye pemilu presiden dan wakil presiden dilarang menjanjikan atau memberikan imbalan kepada pemilih untuk: tdk menggunakan hak pilihnya  memilih pasangan calon  (cont)";0;1;0;0;in;1247162025731448832;1757281167974572183;dinnaisme_;https://twitter.com/dinnaisme_/status/1757281167974572183
Tue Feb 13 05:50:49 +0000 2024;1757281149758378203;"@rafiqulilmi @prophetofzorck Jadi wakil presiden kan ya,,,? Jd presiden karena gusdur diberhentikan... Tidak lewat pemilu .. iya kan y?";0;1;0;0;in;867821752247697408;1757184335827083298;hafiedzawardani;https://twitter.com/hafiedzawardani/status/1757281149758378203
Tue Feb 13 05:50:28 +0000 2024;1757281060550070359;"@anasurbaningrum Mahabarata mengajari dalam pertarungan politik apapun bisa terjadi, pandawa menang, apa mempertaruhkan istri dalam perjuadian etik, apa hak pandawa akan tahta, memang ada ranah abu2 dalam politik, PDIP menang pemilu presiden Gusdur eitk bisa diperdebatkan, karena tentang rasa";0;0;0;6;in;1454242293553135618;1757278777170874711;jalansunyikaki;https://twitter.com/jalansunyikaki/status/1757281060550070359
Tue Feb 13 05:48:58 +0000 2024;1757280682458673419;"makanye nonton ampe abis. maneee yg blg cm bahas 1 paslon? semua paslon kena, cuma emg paslon pilihan lu neng yg dosanya kaga ngotak bejibun seabrek-abrek. yg lu blg pemilu kerja kelompok mah paslon lu noh dari presiden, menteri, ampe kepala desa BAHKAN HUKUM NEGARA condong 02 🤧";0;1;0;1;in;1276955523649204224;1757280682458673419;alphearatz;https://twitter.com/alphearatz/status/1757280682458673419
Tue Feb 13 05:46:54 +0000 2024;1757280162943828081;"H-1 Pemilu, buat rekan-rekan semua, tolong dipikirkan lagi mau menuju ke arah mana Indonesia 5 tahun atau mungkin lebih nantinya. Meskipun salah satu paslon diendorse langsung oleh presiden saat ini, ngga berarti kepemimpinan ke depan bakal sama dengan saat ini.";0;1;0;1;in;747201607;1757280162943828081;rullyrakh;https://twitter.com/rullyrakh/status/1757280162943828081
Tue Feb 13 05:43:39 +0000 2024;1757279345595547750;"@AlissaWahid "dirty vote' ditayangkan menjelang pemilu kalian teriak marah2 dan curiga ada motif jahat.  menjelang hari pencoblosan presiden bagi2 sembako dan naikin gaji bawaslu kenapa gak kalian bilang ada motif jahat juga.  dasar sampah..";0;0;0;1;in;1371809524177268736;1757247630797852818;Ampundj90813724;https://twitter.com/Ampundj90813724/status/1757279345595547750
Tue Feb 13 05:39:46 +0000 2024;1757278370021462039;"@Miduk17 Kalau Pemilu berjalan jujur dan adil, chance Paslon 2 untuk menang boleh dibilang kecil. Karena sy percaya masyarakat Indonesia banyak yg masih waras kok. Kalau peluangnya besar, Presiden gak bakal turun gunung.  Ini kalo pemilu berjalan adil ya, gak tau deh kalo mainnya curang.";0;0;0;0;in;1699605247927439360;1757246481474719897;DwiiDewiii;https://twitter.com/DwiiDewiii/status/1757278370021462039
Tue Feb 13 05:39:09 +0000 2024;1757278212168749068;"Lima kertas itu mudah membedakannya karena memiliki warna berbeda. Misalnya warna kuning untuk DPR RI, merah untuk DPD RI, biru untuk DPRD Provinsi, hijau untuk DPRD Kabupaten/Kota, dan warna abu-abu untuk Presiden dan Wakil Presiden.  #Pemilu #Capres #SuratSuara #Republika https://t.co/oIX08kOeWZ";0;7;3;3;in;22126902;1757278212168749068;republikaonline;https://twitter.com/republikaonline/status/1757278212168749068
Tue Feb 13 05:38:44 +0000 2024;1757278109974630778;"Mari sukseskan Pemilu yang damai dan berkeadilan dengan menghargai perbedaan pendapat dan pilihan.  Jangan sia-siakan suaramu!   #PemiLove Doa Cinta Pemula Doa Bersama Pemilih Pemula  Gus Men @YaqutCQoumas  @Kemenag_RI  @KPU_ID  Presiden @jokowi https://t.co/jeXfP2WeyT";0;0;3;3;in;2642667686;1757278109974630778;kemenagkepri;https://twitter.com/kemenagkepri/status/1757278109974630778
Tue Feb 13 05:38:16 +0000 2024;1757277993343635791;"Ganjar Ingatkan Masyarakat Untuk Gunakan Hak Pilih   Calon presiden (capres) nomor urut 3, Ganjar Pranowo meminta masyarakat menggunakan hak pilihnya pada Pemilu 2024. Bahkan, Ganjar mengimbau masyarakat untuk tidak golput pada hari pemungutan suara, 14 Februari 2024 besok.… https://t.co/4B8MQiTqb2";0;0;7;33;in;435004096;1757277993343635791;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1757277993343635791
Tue Feb 13 05:36:44 +0000 2024;1757277605752078701;"@EgiSant79821500 @michael1235313 @yu19023 @c0mbra1n @Bull_winner Nah iya balik lagi, label "bansos presiden" ini kan sudah ada jauh sebelum pemilu, masalahnya kenapa baru skrng dipermasalahkan? Yang kemarin-kemarin isu seperti ini kenapa kok diam saja? Sengaja diam atau memang sengaja diserang saat pemilu?";0;0;0;0;in;1570696093146685440;1756937746122514482;PersonalHumble;https://twitter.com/PersonalHumble/status/1757277605752078701
Tue Feb 13 05:35:20 +0000 2024;1757277254793720062;"@gatauapaapa123 Ga usah nyebut hoax/fitnah. Tinggal buktikan aja klo punya data ".emg knyataan seperti yg ada di film. Undang" Dirubah seenak jidatnya. Pilihan PJ kepala daerah oleh Presiden tanpa pemilu, Para menteri terlibat kampanye memihak si anak presiden.";0;0;0;5;in;1737813848936288256;1757041324552061399;ximiau87;https://twitter.com/ximiau87/status/1757277254793720062
Tue Feb 13 05:32:53 +0000 2024;1757276635706032613;"@Chavesz08 orang tu apa pada g sadar? dungu? buta? tuli? sampe g tau bhwa yg kita lawan itu presiden kita sendiri, bukan prabowo gibran. 2 org ini mah cm d peralat doang. pemilu kali ini bkn u/ pilih presiden tp mencegah presiden ybs berkuasa dgn sekonyong2. picik. licik.";0;0;0;0;in;1161314598504370176;1756986103582826517;bbiblegum;https://twitter.com/bbiblegum/status/1757276635706032613
Tue Feb 13 05:31:10 +0000 2024;1757276203109753217;"Sudah siap untuk memilih? Yuk kenali 5 jenis surat suara yang ada dalam Pemilu 2024.  1. Warna Abu-abu, adalah surat suara untuk memilih Presiden dan Wakil Presiden.  2. Warna Kuning, adalah surat suara untuk memilih Anggota Dewan Perwakilan Rakyat (DPR) RI. https://t.co/WCwnIhwGES";0;2;0;0;in;185984720;1757276203109753217;fraksigolkar;https://twitter.com/fraksigolkar/status/1757276203109753217
Tue Feb 13 05:25:53 +0000 2024;1757274874605863328;"tp pemilu ini walaupun kita udh melek politik dan mengedukasi tmn tmn yg buta politik pun, hasil presiden &amp  wakilnya pasti dari kecurangan 😀😀😀";0;1;0;0;in;1699038034514288640;1757274874605863328;fourtywins;https://twitter.com/fourtywins/status/1757274874605863328
Tue Feb 13 05:25:04 +0000 2024;1757274670200668613;"@Frits_DHWSM @dwioktariyadi Dapet data film tsb dari mana?? Dari pemilu yg sudah2???  Lha.. 2X pemilu dimenangkan oleh kubu @PDI_Perjuangan  Dan @Pak_JK pun pernah menjabat jadi WAKIL presiden mau pamer klw kemenangan tsb dari SEBUAH KECURANGAN??   DIRTY VOTE.. 😳😳😂😂😂😂";1;0;0;0;in;1203478792036970496;1756865103151120539;ismei_w;https://twitter.com/ismei_w/status/1757274670200668613
Tue Feb 13 05:24:53 +0000 2024;1757274624352817504;"Sejumlah pemimpin LSM dan organisasi lingkungan yang tergabung dalam koalisi Jaring Nusa membedah visi misi calon presiden dan wakilnya di Pemilu 2024 ini. https://t.co/A7dDKRCzd8";0;0;1;0;in;1451508318027976713;1757274624352817504;jaringnusa;https://twitter.com/jaringnusa/status/1757274624352817504
Tue Feb 13 05:21:14 +0000 2024;1757273704072094158;"Presiden Finlandia yang baru akan bekerja tanpa kenal lelah demi kepentingan Amerika Serikat  Alexander Stubb memenangkan pemilihan presiden di Finlandia. Patut dicatat bahwa selama kampanye pemilu dia tidak menyembunyikan pandangan Russofobianya sama sekali. Faktanya,… https://t.co/053Af9kN6d";0;0;2;3;in;215099720;1757273704072094158;bdleonanda;https://twitter.com/bdleonanda/status/1757273704072094158
Tue Feb 13 05:18:29 +0000 2024;1757273011487707511;"Menjaga Pemilu Indonesia demi memenangkan Indonesia dimata Dunia !  Doa bersama pemilih pemula ✅ #pemilove  Presiden RI Bapak @jokowi Gus Menag @YaqutCQoumas  @kemenag_ri @KPU_ID https://t.co/7MsKIFiWAU";0;0;0;0;in;836059882348425217;1757273011487707511;JuniorRahman6;https://twitter.com/JuniorRahman6/status/1757273011487707511
Tue Feb 13 05:15:47 +0000 2024;1757272334111744466;"Monitoring Kesiapan TPS di Kewilayahan untuk pelaksanaan Pemilu legislatif dan Presiden Tahun 2024.  Lurah, Babinsa, Babinkamtibmas dan anggota TNI Polri melaksanakan monitoring.  @emadisyanjak @AbriwansyahF @surjana324 @halo_bandung @humasbandung_ @DiskominfoBdg https://t.co/VLeAs5Ks4Q";0;0;0;1;in;1910118559;1757272334111744466;Ujungberung_Kec;https://twitter.com/Ujungberung_Kec/status/1757272334111744466
Tue Feb 13 05:14:01 +0000 2024;1757271887691030966;"emang kocak bgt dah presiden indo h-2 sebelum pemilu masih aja…";0;0;0;0;in;1454637250583564297;1757271887691030966;mamahgempiluv;https://twitter.com/mamahgempiluv/status/1757271887691030966
Tue Feb 13 05:12:24 +0000 2024;1757271481585906077;"besok pemilu guys 😃😃 pertama kali ikut nyoblos presiden";0;0;0;0;in;1723851924402008064;1757271481585906077;piyan173022;https://twitter.com/piyan173022/status/1757271481585906077
Tue Feb 13 05:09:35 +0000 2024;1757270772094234908;"ESOK INDONESIA MEMILIH   Kurang dari 24 Jam dan semua pemerhati politik dan penggubal polisi duni akan menumpukan perhatian ke Indonesia untuk Pilihan Raya Umum Indonesia (PEMILU 2024)  Esok 205.8 Juta rakyat Indonesia akan memilih siapa bakal Presiden, Naib Presiden, Ahli Dewan… https://t.co/Ts4pTNHsf2";17;35;208;661;in;2194068895;1757270772094234908;Marchfoward;https://twitter.com/Marchfoward/status/1757270772094234908
Tue Feb 13 05:06:25 +0000 2024;1757269977303031836;"@rieckgO @logos_id Maaf, bantu jawab  5 Surat Suara Pemilu 2024  Abu-abu = Presiden dan Wakil Presiden,  Merah = anggota Dewan Perwakilan Daerah (DPD),  Kuning = anggota DPR berwarna kuning,  Biru = anggota Dewan Perwakilan Rakyat Daerah (DPRD) provinsi.  Hijau = anggota DPRD kabupaten/kota https://t.co/Wy9uSowCII";0;1;7;13;in;1358458589485043714;1757233375918911689;mangaippp;https://twitter.com/mangaippp/status/1757269977303031836
Tue Feb 13 05:04:03 +0000 2024;1757269379396587913;"Kelalaian kominfo? data² bocor, harga pangan ga stabil bahkan sebelum covid? f o o d  e s t a t e ? perancangan pemilu yg baru kemaren diomongin di dv? seharusnya presiden bukan didukung, tapi dikritik dan apresiasi setepatnya jangan di idolakan, siapapun presiden atau paslon nya";0;0;0;0;in;1310443242542919680;1757268029183082620;swatcharonii;https://twitter.com/swatcharonii/status/1757269379396587913
Tue Feb 13 05:02:33 +0000 2024;1757269004505477501;"seperti yang kita semua tau, tepat di hari Rabu, 14 Februari 2024, Indonesia akan mengadakan pemilu untuk calon presiden, wakil presiden, dan legislatif di Indonesia.  setiap 5 tahun sekali, sudah menjadi kewajiban warga Indonesia untuk memberikan suaranya dalam pemilihan umum.";0;1;0;0;in;1156773911872147457;1757268933126819859;nutrisheid;https://twitter.com/nutrisheid/status/1757269004505477501
Tue Feb 13 05:01:48 +0000 2024;1757268815120130355;"Kalau pemilu chaos, presiden lanjut ya?  Udah kayak nonton House of Cards";1;3;7;39;in;273226220;1757268815120130355;erasmus70;https://twitter.com/erasmus70/status/1757268815120130355
Tue Feb 13 05:00:34 +0000 2024;1757268505588863043;"Pernyataan Jokowi Soal Presiden Boleh Berpihak Dinilai Dangkal, Jadi Pembenar Kecurangan Pemilu Oleh Pejabat dan Aparatur Negara https://t.co/vq0MGW2xTg";0;0;0;0;in;44578372;1757268505588863043;peoplesearcher;https://twitter.com/peoplesearcher/status/1757268505588863043
Tue Feb 13 05:00:09 +0000 2024;1757268397149266133;"Lapor Bapak Presiden @jokowi Gus Men @YaqutCQoumas @KPU_ID Seruan Kami untuk Pemilu Damai dan Doa Bersama Pemilih Pemula  #PemiLove https://t.co/cRqsuGzhLU";0;0;1;2;in;1644167347924779008;1757268397149266133;InmasKemenagAru;https://twitter.com/InmasKemenagAru/status/1757268397149266133
Tue Feb 13 04:56:39 +0000 2024;1757267517977067773;"(((Presiden tidak akan berkampanye)))  Iya si benerrr, tapi ngeluarin kebijakan populis yang jelas bisa2 berpengaruh terhadap independensi penyelenggara pemilu tuh sama aja berkampanye pak 🤡🤡";0;0;0;8;in;1521182541167742976;1757267517977067773;dependentbeing;https://twitter.com/dependentbeing/status/1757267517977067773
Tue Feb 13 04:55:25 +0000 2024;1757267208219287703;"@txtdrimedia tp sayangnya, dalam film itu terkesan memojokkan pak presiden selaku pimpinan pusat sbg dalang dari semua kecurangan pemilu tahun ini, padahal bisa saja kecurangan" tadi berasal dari inisiatif individu/kelompok yg jauh dari kekuasaan pusat, just my opinion🙏🏻";0;0;0;0;in;1419833435443503108;1756925725586964959;celuluss;https://twitter.com/celuluss/status/1757267208219287703
Tue Feb 13 04:53:22 +0000 2024;1757266690931597717;"@biboob1605 @zy_zy_its_me Pertanyaan sy, knp penculikan sllu diangkat tiap pemilu,  emg apa yg akan capres plihan anda ke pak prabowo klo dy naik jdi presiden? Tuntaskan minimal, jgn hanya jdi isu politik😏";0;1;0;4;in;1166878771288231936;1756939971968274520;santuy_makhluk;https://twitter.com/santuy_makhluk/status/1757266690931597717
Tue Feb 13 04:52:11 +0000 2024;1757266393442242566;"Menag @YaqutCQoumas Bersama Ka.Kanwil @KemenagKalsel dan Ka.kan @kemenagTala ingatkan hubbul wathon “Indonesia” dengan simbol tinta pada tanggal 14 PEMILOVE DOA PEMILU DAMAI BERSAMA PEMILIH PEMULA Presiden @Jokowi dan @KPU_ID "Doa Bersama Pemilih Pemula"  #Pemilove https://t.co/mwxx9nhaws";1;0;6;17;in;1420199427482939400;1757266393442242566;KemenagTala;https://twitter.com/KemenagTala/status/1757266393442242566
Tue Feb 13 04:50:52 +0000 2024;1757266062394224774;"Lawan Politik Dinasti Yang Dilakukan Presiden Jokowi.  Exit Poll Pemilu 2024 di Paris, Prancis. Menunjukkan bahwa WNI yg tinggal di Eropa telah membuktikan bentuk perlawanan kepada Jokowi yg mengerus demokrasi Indonesia.  Pemilik suara melawanlah dibilik TPS. #GanjarMahfud2024 https://t.co/gnGApmYHVQ";1;1;20;42;in;903306838552092672;1757266062394224774;Jumianto_RK;https://twitter.com/Jumianto_RK/status/1757266062394224774
Tue Feb 13 04:50:41 +0000 2024;1757266016336556042;"PEMILU 2024 saya akan .... Calon presiden - wapres, (MEMILIH ) Calon DPR RI (MEMILIH )  Calon DPRD 1 (TIDAK MEMILIH ) Calon DPRD 2 (TIDAK MEMILIH ) Calon DPD RI (TIDAK MEMILIH) Hepii Valentain Day n Hepi Parti https://t.co/J2oJ6WOhUj";0;5;0;4;in;995539019839651840;1757266016336556042;dyah_pan;https://twitter.com/dyah_pan/status/1757266016336556042
Tue Feb 13 04:50:29 +0000 2024;1757265965803594158;"klo alasan kita milih 02 karna suka jokowi dan jokowi ada dibelakang gibran, secara ga langsung kita menormalisasi politik dinasti dan fakta bahwa presiden yg tidak netral dalam pemilu 2024.";0;0;0;0;in;1290104337469812736;1757265965803594158;jaemzfm;https://twitter.com/jaemzfm/status/1757265965803594158
Tue Feb 13 04:49:30 +0000 2024;1757265717005852887;"@dadangrhs Gugatan Gustia kpd Jokowi (presiden) dan Tito Karnavian (mendagri) di PN Jakarta Pusat sdh 2 tahun tetapi sampai hari ini tidak ada kejelasan atas perkara tsb, seperti dipeti-eskan. Pengangkatan pjs kelala daerah itu bagian dari rencana kejahatan pemilu.";0;0;1;12;in;1487986684155539456;1756931499054764332;HermanWSutisna1;https://twitter.com/HermanWSutisna1/status/1757265717005852887
Tue Feb 13 04:48:54 +0000 2024;1757265569840292115;"diberikan kesehatan dan kekuatan untuk mengabdi untuk negeri. Mau satu putaran dua putaran dan sebagainya, mau siapapun presiden dan wakilnya, harus saling menghormati. Masaak iya tiap pemilu musuhan mulu, rugi dong!! :v";0;0;0;0;in;1141284048674799616;1757264990023868417;imdadrchmn;https://twitter.com/imdadrchmn/status/1757265569840292115
Tue Feb 13 04:47:53 +0000 2024;1757265311760589022;"Kemudian pembahasan melipir ke pemilu 2024. Semua tahu kan kalau 02 itu backingannya presiden sendiri, yang juga menghalalkan segala cara agar beliau menang?  Ya. Itulah kekafiran yang dimaksud.";0;1;0;0;in;1273850963590123520;1757263977716068771;prabusingas;https://twitter.com/prabusingas/status/1757265311760589022
Tue Feb 13 04:47:20 +0000 2024;1757265173067485501;"#Jakarta Kira-kira 205 juta rakyat Indonesia layak mengundi presiden baharu pada pilihan raya presiden yang diadakan serentak dengan Pemilihan Umum (Pemilu) 2024, esok.  https://t.co/HdnlTIamcS";0;0;0;1;in;63070015;1757265173067485501;hmetromy;https://twitter.com/hmetromy/status/1757265173067485501
Tue Feb 13 04:43:45 +0000 2024;1757264270755307837;"@Abahpurwa1 Meskipun dalam pemilu ini saya bukan pendukung Anies, tapi kalau Anies jadi Presiden, saya ikut senang...";0;0;0;0;in;2995575559;1754842884518588504;fangthunder457;https://twitter.com/fangthunder457/status/1757264270755307837
Tue Feb 13 04:43:31 +0000 2024;1757264212697690351;"Lapor Bapak Presiden @jokowi Gus Men @YaqutCQoumas @KPU_ID Seruan Kami untuk Pemilu Damai dan Doa Bersama Pemilih Pemula  #PemiLove https://t.co/iEdabtt0ZJ";0;1;3;4;in;3116079631;1757264212697690351;Kemenag_Maluku;https://twitter.com/Kemenag_Maluku/status/1757264212697690351
Tue Feb 13 04:42:41 +0000 2024;1757264005247455547;"Polresta Magelang gelar Apel Pergeseran Pasukan dalam Rangka Pengamanan TPS Tahap Pungut dan Hitung Suara Pemilu Legislatif dan Presiden tahun 2024 di wilayah hukum Polresta Magelang, Selasa (13/2/2024) di Lapangan Drh.Soepardi Kota Mungkid.  #hadirberbuatbermanfaat https://t.co/O2F6LdGPPM";0;0;0;1;in;1593446609756770305;1757264005247455547;PolrestaMgl;https://twitter.com/PolrestaMgl/status/1757264005247455547
Tue Feb 13 04:40:17 +0000 2024;1757263397903876310;"Lapor Bapak Presiden @jokowi Gus Men @YaqutCQoumas @KPU_ID Peresmian PLHUT Buru Selatan Maluku ditandai dengan Doa Pemilu Damai "Doa Bersama Pemilih Pemula"  #PemiLove  https://t.co/dBZ7ezV8LB";0;1;2;4;in;3116079631;1757263397903876310;Kemenag_Maluku;https://twitter.com/Kemenag_Maluku/status/1757263397903876310
Tue Feb 13 04:37:49 +0000 2024;1757262778937823678;"@Nurlaelyw @bitw1z itu film kaya gunung es aja sih dari kejadian2 sebelum pilpres, kalo diibaratin gelembung cepat atau lambat bakal pecah juga, karena menurut gw di pemilu ini presiden jadi sorotan banget tindak tanduk nya, kebijakan nya bakal selalu dicurigai";0;1;0;0;in;3277625029;1756893599026012172;wednesdaaaaaay;https://twitter.com/wednesdaaaaaay/status/1757262778937823678
Tue Feb 13 04:37:39 +0000 2024;1757262737875570814;"Keberhasilan Ganjar - Mahfud dalam pemilihan di luar negeri memberi dorongan besar bagi perjalanan mereka menuju kemenangan dalam pemilu presiden . Ganjar Pranowo, terbukti lebih baik @fandyAK87  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/pDCxNUIKbA";0;0;0;0;in;1684413308445818880;1757262737875570814;SilviAyuz;https://twitter.com/SilviAyuz/status/1757262737875570814
Tue Feb 13 04:37:20 +0000 2024;1757262657722397129;"Dia gak merasa takut apa yah, ngelihat pemilu tahun ini tuh nakutin, yg curang terang-terangan, guru besar dikatain, dan presiden seenaknya. Kenapa gitu dia masih mikir pemilihan gini gk bakal ngaruh sama hidup dia?";0;0;0;0;in;860369144692129792;1757261409434714142;sujimprod;https://twitter.com/sujimprod/status/1757262657722397129
Tue Feb 13 04:34:54 +0000 2024;1757262045618245757;"Ingat, luruskan kembali niat kita dlm pemilu besok. Ikhtiar untuk perubahan karena Allah yg mengizinkan, bkn semerta-merta karena presiden yg terpilih semata yg membawa perubahan";0;0;0;0;in;1591972022128517121;1757262045618245757;sobbinghauer;https://twitter.com/sobbinghauer/status/1757262045618245757
Tue Feb 13 04:34:20 +0000 2024;1757261901640184249;"Sampurasun Sobatnet Istimewa!  Pada 14 Februari, kita akan melaksanakan pemungutan suara Pemilu 2024. Semua warga Indonesia yang berhak memilih memiliki kesempatan untuk mencoblos presiden, wakil presiden, serta pemilihan legislatif (Pileg) untuk memilih anggota DPR RI, https://t.co/uISWl03LtY";0;1;0;2;in;1715572460;1757261901640184249;DiskominfoPWK;https://twitter.com/DiskominfoPWK/status/1757261901640184249
Tue Feb 13 04:33:08 +0000 2024;1757261598320894053;"Pemilih pemuda menjadi harapan masa depan, ayo jangan lupa gunakan hak konstitusionalmu besok iya, ciptakan Pemilu damai. Sehat selalu Presiden @jokowi dan GusMen @YaqutCQoumas dan maju bersama umat @Kemenag_RI https://t.co/ss84dXP9b3";0;0;5;5;in;35979900;1757261598320894053;pormadi;https://twitter.com/pormadi/status/1757261598320894053
Tue Feb 13 04:32:26 +0000 2024;1757261425347805577;"@tanyarlfes Gue pemilu kedua tp pas dlu cuma nyoblos presiden aja gaada begininya njir";0;0;0;0;in;1590168023503364097;1757052136800862398;aurorafien;https://twitter.com/aurorafien/status/1757261425347805577
Tue Feb 13 04:32:22 +0000 2024;1757261409199780289;"Intinya dia dkk/sirkelnya itu lagi ada pemilu juga buat jadi presiden cyber..aduh aduh lucu pisan inimah 😭 mana editannya copy pake suara pak gan*jar 😭🙏🏻";0;1;0;0;in;1307897560384720899;1757261375246852238;yellow_3to03;https://twitter.com/yellow_3to03/status/1757261409199780289
Tue Feb 13 04:31:58 +0000 2024;1757261306334511460;"Calon presiden dari koalisi perubahan, Anies Baswedan dan wakil presiden Republik Indonesia ke 10 dan 12, Jusuf Kalla, menanggapi film dokumenter Dirty Vote yang berisi tentang kecurangan Pemilu 2024. https://t.co/10KAp0muZd https://t.co/rw96ddRN5E";0;0;0;0;in;3306771829;1757261306334511460;CNNIDdaily;https://twitter.com/CNNIDdaily/status/1757261306334511460
Tue Feb 13 04:30:32 +0000 2024;1757260946572198317;"Pemilu Damai tercipta bila pemilih memilih dengan seturut hati nurani..  - Doa Bersama Pemilih Pemula  - Tuhan memberkati Indonesia..  #Pemilulove Terima kasih  Bapak Presiden  @jokowi dan Menteri Agama @YaqutCQoumas keren @Kemenag_RI @bimaskatolikri @KPU_ID https://t.co/mWdQb1sV6T";0;0;0;0;in;103759290;1757260946572198317;konake23;https://twitter.com/konake23/status/1757260946572198317
Tue Feb 13 04:29:05 +0000 2024;1757260579650310483;"@jokowi Pemilu yg  Damai Jujur Adil Dpt Trcapai Jk Penguasa dn Aparat  dpt mnjaga Knetralan  Sling Menghargai Tdk memihak slh 1 Paslon. Memperlakukan Sama ke Paslon Lain. Krn sbg Penguasa/Presiden itu pemegang kekuasaan Tertinggi. Jg sbg Panglima Tertinggi. Jd hrs Bnr2 Dpt brsikap Adil.";0;0;0;0;in;881489755782791169;1757040816135262240;Hans_prayoga70;https://twitter.com/Hans_prayoga70/status/1757260579650310483
Tue Feb 13 04:28:06 +0000 2024;1757260335348912434;"Presiden lu noh naikin tunjangan bawaslu H-2 pemilu";0;0;1;12;in;1970428718;1757260335348912434;aditya_AP_;https://twitter.com/aditya_AP_/status/1757260335348912434
Tue Feb 13 04:27:08 +0000 2024;1757260090120561022;"Siapapun presiden yang terpilih, regulasi mekanisme penempatan alat kampanye harus ditegakkan karena jika sampah baliho tidak didaur ulang, maka krisis iklim akan lebih cepat menjemput masyarakat.  #KrisisIklim #Pemilu2024 #Pemilu2024AmanDamai #Pemilu https://t.co/HbF8DWgPmW";0;0;0;0;in;1682025145446330381;1757260052870942975;Lapor_Iklim;https://twitter.com/Lapor_Iklim/status/1757260090120561022
Tue Feb 13 04:24:12 +0000 2024;1757259352518562200;"3. Pada Pemilu Tahun 2024 kita memilih Presiden dan Wakil Presiden, DPR RI, DPD RI, DPRD Provinsi dan DPRD Kabupaten/Kota.  Untuk informasi lebih lanjut, hubungi Chatbot Pemilu 2024 di nomor 08112024214 atau melalui https://t.co/Ss5LfQ8eHY atau";0;1;0;0;in;1443030979992379395;1757259343299494076;kpusarai;https://twitter.com/kpusarai/status/1757259352518562200
Tue Feb 13 04:23:30 +0000 2024;1757259177926496279;"GusMen @YaqutCQoumas dan Kakanwil @AfifMasmin ingatkan GenZ/milenial Pastikan Nama Kamu sudah terdaftar yaahhh Ingat, PEMILU bukan semata tanggung jawab @KPU_ID tapi juga tugas kita bersama @Kemenag_RI  #PemiLove Presiden @jokowi  Doa Cinta Pemula https://t.co/QuIbQhTgyO";0;1;1;11;in;2570143284;1757259177926496279;Kemenag_DIY;https://twitter.com/Kemenag_DIY/status/1757259177926496279
Tue Feb 13 04:20:35 +0000 2024;1757258441830391833;"@enny_endah2 @tr1ey Yg netral dalam pemilu adalah TNI/Polri Krn mrk tdk ikut memilih lain dgn ASN apalagi Presiden Partai sbg kendaraan Politiknya bahkan sbg ketua/kader partai. !";0;0;0;0;in;1604294102551777282;1756967131059761535;matjanmi;https://twitter.com/matjanmi/status/1757258441830391833
Tue Feb 13 04:17:51 +0000 2024;1757257753851289682;"Presiden pun menyambut positif kabar tersebut dan meminta Mahfud ikut menjaga proses pemilu berjalan aman dan damai. #arsjadrasjid #MahfudMD #inklusifkolaboratif https://t.co/zfMVxOUJlM";0;0;0;0;in;1554361322359296000;1757257753851289682;RohmaniaSeptia1;https://twitter.com/RohmaniaSeptia1/status/1757257753851289682
Tue Feb 13 04:17:44 +0000 2024;1757257725271314442;"Presiden Jokowi menandatangani Peraturan Presiden (Perpres) Nomor 18 Tahun 2024 terkait kenaikan tunjangan kerja pegawai Sekretariat Jenderal Badan Pengawas Pemilu, Senin (12/1/2024).   Besaran nominal tunjangan kinerja yang dibayar per bulan itu dibagi atas 17 tingkatan kelas… https://t.co/Lu5S1F5g1r";116;104;86;200;in;1158355819512991747;1757257725271314442;NarasiNewsroom;https://twitter.com/NarasiNewsroom/status/1757257725271314442
Tue Feb 13 04:16:04 +0000 2024;1757257304486064342;"@idextratime baru tau kah kalian? wkwk coba liat sidang” gugatan hasil pemilu presiden MK 2014 &amp  2019";0;0;0;0;in;2322462277;1757254569804062949;pomoshchnikz;https://twitter.com/pomoshchnikz/status/1757257304486064342
Tue Feb 13 04:15:30 +0000 2024;1757257162038940083;"Udah pemilu presiden putaran ke dua buat gua. Tanda bahwa gua udh tua😭";0;0;0;0;in;1392136507381751820;1757257162038940083;erdbeerkuchenz;https://twitter.com/erdbeerkuchenz/status/1757257162038940083
Tue Feb 13 04:14:27 +0000 2024;1757256899295322146;"@lemonorangemint Rabu pemilu &gt  kamis prab*wo presiden &gt  jumat matahari terbit dr barat 😋";0;1;0;0;in;1052926842284298240;1757245686490468654;koviiyay;https://twitter.com/koviiyay/status/1757256899295322146
