Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,pattern_counts,label
916,916,916,916,Tue Feb 13 04:02:13 +0000 2024,1757253819065327632,jangan golput gusmen kakanwil ajak genzmilenial jangan golput pilih mula ingat sukses milu bukan semata tanggung jawab tugas sama presiden doa cinta mula,1,0,6,14,in,2570143284,1757253819065327632,Kemenag_DIY,https://twitter.com/Kemenag_DIY/status/1757253819065327632,{},
917,917,917,917,Tue Feb 13 04:02:06 +0000 2024,1757253792394031538,viral presiden dua indonesia soeharto bangkit jelang milu,0,0,0,0,in,788744100,1757253792394031538,Riau24Com,https://twitter.com/Riau24Com/status/1757253792394031538,{},
918,918,918,918,Tue Feb 13 04:01:40 +0000 2024,1757253680049299964,sambut milu doa siapa presiden pilih amanah tanggung jawab doa sama pilih mula,0,0,0,2,in,1302033800197619712,1757253680049299964,afifahwildan23,https://twitter.com/afifahwildan23/status/1757253680049299964,{},
919,919,919,919,Tue Feb 13 04:01:19 +0000 2024,1757253592841699632,kalo mau offline yaudah offline gua lebih senang ajar offline kalo begini kan sama bohong anjing marah milu pertama gue jadi cuman nyoblos presiden doang,0,0,0,0,in,909632148964962304,1757252978078290260,serevanx,https://twitter.com/serevanx/status/1757253592841699632,{},
920,920,920,920,Tue Feb 13 04:00:56 +0000 2024,1757253495135306009,rabb beri pimpin sebaik-baiknya pimpin,0,0,0,0,in,37101716,1757253495135306009,rezalisni,https://twitter.com/rezalisni/status/1757253495135306009,{},
921,921,921,921,Tue Feb 13 03:59:47 +0000 2024,1757253205812293867,ribu pemuda lintas agama deklarasi siap guna hak suara doa milu damai februari doa milu tahun jalan damai doa cinta mula presiden gus men,1,0,9,11,in,2642667686,1757253205812293867,kemenagkepri,https://twitter.com/kemenagkepri/status/1757253205812293867,{},
922,922,922,922,Tue Feb 13 03:59:46 +0000 2024,1757253204394578344,doa cinta mula raya milu gembira aman damai presiden ri pemilove,0,0,0,1,in,1685899359412793344,1757253204394578344,anas_zarko26904,https://twitter.com/anas_zarko26904/status/1757253204394578344,{},
923,923,923,923,Tue Feb 13 03:57:45 +0000 2024,1757252694044184780,salam ubah calon presiden anies baswedan sampai pesan penting juang ubah dukung anies baswedan anak-anak abah milu gelar februari pesan bahasa indonesia beberapa bahasa daerah format video,0,0,0,0,in,1727237343651012608,1757252694044184780,IbnuMuzb,https://twitter.com/IbnuMuzb/status/1757252694044184780,{},
924,924,924,924,Tue Feb 13 03:57:36 +0000 2024,1757252657969078680,mungkin apresiasi presiden milu tetap jalan lancar,0,0,0,0,in,1597408227746271232,1757252657969078680,catursatrio2221,https://twitter.com/catursatrio2221/status/1757252657969078680,{},
925,925,925,925,Tue Feb 13 03:55:52 +0000 2024,1757252221094486235,kan sekarang momentum milu bahas demokrasi segi demokrasi jkw memang problematik banyak konflik interes dalam makanya kritik presiden kritik wajar,0,1,0,0,in,1327309143208648704,1757077836899483681,rascallian,https://twitter.com/rascallian/status/1757252221094486235,{},
927,927,927,927,Tue Feb 13 03:54:10 +0000 2024,1757251794814804370,benar milu sarana rakyat bebas pilih binatang buas mana terkam makanya coblos presiden minta bukan minta,0,0,0,0,in,1746131313667788800,1756674007175430194,absolute_silent,https://twitter.com/absolute_silent/status/1757251794814804370,{},
928,928,928,928,Tue Feb 13 03:53:49 +0000 2024,1757251705581015155,buang buang duit menang atur enggak usah milu pak langsung jadi anak presiden tinggal ubah atur kan beres,0,0,0,0,in,94705410,1757251705581015155,aryangevin,https://twitter.com/aryangevin/status/1757251705581015155,{},
929,929,929,929,Tue Feb 13 03:52:58 +0000 2024,1757251492967555402,moga milu besok februari langsung aman damai martabat doa sama pilih mula tuhan berkat indonesia presiden menag,0,0,2,4,in,174959520,1757251492967555402,SendyPWT,https://twitter.com/SendyPWT/status/1757251492967555402,{},
930,930,930,930,Tue Feb 13 03:43:36 +0000 2024,1757249135223427266,keluarga dokter sehat mulia warga hina keluarga pasien dokter sp tunjang kapan naik lebih penting mulia presiden apa milu,0,1,0,0,in,1699791963221024768,1757223370003812384,kaulpasaribu,https://twitter.com/kaulpasaribu/status/1757249135223427266,{},
931,931,931,931,Tue Feb 13 03:40:37 +0000 2024,1757248382874398792,wahhhh arti curang dong mungkin pakai sistem milu lama jabat presiden kesah provinsi baru tanah papua arti papua gunung ikut coblos dong pantesan provinsi baru buat tambah,0,2,0,3,in,1527641812424200193,1757216597369028696,duniauli,https://twitter.com/duniauli/status/1757248382874398792,{},
932,932,932,932,Tue Feb 13 03:40:25 +0000 2024,1757248331791946150,kaltara resmi milu bawah presiden sby demokrat milu ada koalisi prabowo - hatta provinsi baru papua resmi milu bawah presiden jokowi,0,1,0,0,in,1452803168304128002,1757242529609916792,utiarrr,https://twitter.com/utiarrr/status/1757248331791946150,{},
933,933,933,933,Tue Feb 13 03:40:23 +0000 2024,1757248323801473117,tahu lama presiden hasil milu nama nya enggak pernah huruf p sih tertawa terbahak-bahak tertawa terbahak-bahak tertawa terbahak-bahak,0,1,0,0,in,867821752247697408,1757184335827083298,hafiedzawardani,https://twitter.com/hafiedzawardani/status/1757248323801473117,{},
934,934,934,934,Tue Feb 13 03:39:01 +0000 2024,1757247979562672385,baik banget wajah menahan air mata naikin gaji asn jelang milu sekarang bawaslu wajah menahan air mata wajah menahan air mata punya presiden baik masa iri sama negara sih rugi dong menunjuk ke arah kanan menunjuk ke arah kiri,0,0,0,1,in,128137409,1757247979562672385,peuxtuvoir,https://twitter.com/peuxtuvoir/status/1757247979562672385,{},
935,935,935,935,Tue Feb 13 03:34:45 +0000 2024,1757246907427193334,salah sistem demokrasi ny presiden dpr samasama parpol presiden perintah pegang partai menang milu partai kalah wajib jadi oposisi awas perintah larang koalisi mau gabung bubarin partai,0,0,0,0,in,1477299019,1757192272184275250,dixie_pp,https://twitter.com/dixie_pp/status/1757246907427193334,{},
936,936,936,936,Tue Feb 13 03:34:15 +0000 2024,1757246781279355073,semangat doa cinta pemulamari raya milu penuh kegembiraanaman damai penuh suka citadamai negeri damai bangsa we love indonesia presiden,0,0,0,0,in,1528664301413990400,1757246781279355073,Marwanmustaqim_,https://twitter.com/Marwanmustaqim_/status/1757246781279355073,{},
937,937,937,937,Tue Feb 13 03:33:57 +0000 2024,1757246705630949438,analisis wacana kritis wacana selalu punya konteks hubung peristiwa sebelumsesudahnya nah karena sulit enggak curiga enggak buruk sangka presiden apaapa jadi jelang milu baru menunjuk ke bawah,0,0,0,1,in,1339547165799038980,1757246705630949438,ecoblatus,https://twitter.com/ecoblatus/status/1757246705630949438,{},
938,938,938,938,Tue Feb 13 03:30:11 +0000 2024,1757245758183796915,begini isi undang undang milu baru tahun terbit presiden joko widodo,0,0,0,0,in,456426648,1757245758183796915,merdekadotcom,https://twitter.com/merdekadotcom/status/1757245758183796915,{},
939,939,939,939,Tue Feb 13 03:27:14 +0000 2024,1757245015519330394,aku tuju bukan koar kayak oknum dosen nyata antek asing menggalkan milu amp prabowo jadi presiden kalo prabowo jadi presiden antek asing hilang proyek besar,0,0,0,0,in,1287002184781971461,1756988822544666962,AFE50184266,https://twitter.com/AFE50184266/status/1757245015519330394,{},
940,940,940,940,Tue Feb 13 03:24:39 +0000 2024,1757244367033802984,besok milu kalian baca tweet coblos lah presiden pilih kalian jangan golput cuy kalo golput surat suara kalian coblos sama pihak tentu ingat jangan golput guys,0,0,0,4,in,1630098877,1757244367033802984,haloarfa,https://twitter.com/haloarfa/status/1757244367033802984,{},
941,941,941,941,Tue Feb 13 03:22:36 +0000 2024,1757243849070768431,milu besok gengs februari tepat hari rabu hari kasih sayang siap kalian ikut coblos pesta demokrasi pilih wakil rakyat presiden ingat gengs beda pilih gpp sing penting tertib ojo jotos-jotosan doa cinta mula,0,3,8,9,in,134393690,1757243849070768431,toniheru,https://twitter.com/toniheru/status/1757243849070768431,{},
942,942,942,942,Tue Feb 13 03:18:04 +0000 2024,1757242711147774426,antisipasi mungut suara gambar elektabilitas calon presiden wakil presiden pek jelang milu,0,0,0,0,in,1488801875499839491,1757242711147774426,NewsSenja,https://twitter.com/NewsSenja/status/1757242711147774426,{},
943,943,943,943,Tue Feb 13 03:17:34 +0000 2024,1757242584794275955,besok milu pilih presiden besok valentine pilih pacar besok valentine pilih hadiah besok valentine pilih tempat buat nge-date besok siap siap bikin banyak putus nih wajah dengan mata mengintip kalau mumet begini biasa aku tinggal nge-gym aja tertawa terbahak-bahak tertawa terbahak-bahak tertawa terbahak-bahak,0,0,1,1,in,1480446115581288449,1757242584794275955,natasyalimano,https://twitter.com/natasyalimano/status/1757242584794275955,{},
944,944,944,944,Tue Feb 13 03:14:16 +0000 2024,1757241754582228998,semua awal isu panjang masa jabat presiden periode gagal dapat tolak masyarakat parpol koalisi skema baru cipta otak atik konstitusi seret ketua langgar etika kacau milu tahun dirty vote,0,0,0,0,in,1525051102705487873,1757241754582228998,iki_prime,https://twitter.com/iki_prime/status/1757241754582228998,{},
945,945,945,945,Tue Feb 13 03:13:31 +0000 2024,1757241564609593836,curang besar besar hasil milu gugat bukti curang akhir milu batal jaga stabilitas negara jokowi lantik jadi presiden milu ulang ada,0,2,0,0,in,1196686229904838656,1757215003718107346,hasslingjoe125,https://twitter.com/hasslingjoe125/status/1757241564609593836,{},
946,946,946,946,Tue Feb 13 03:13:18 +0000 2024,1757241511065047458,enggak sebut hubung jk-anies enggak gunain partai golkar buat ngusung anies golkar malah dukung woy nepo baby gibran jelas-jelas paman hakim mk bapak nya presiden jadi selenggara milu adeknya ketua partai ngusung,0,1,0,13,in,1479142150113611783,1756895657594626469,HakunaM24121873,https://twitter.com/HakunaM24121873/status/1757241511065047458,{},
947,947,947,947,Tue Feb 13 03:04:04 +0000 2024,1757239186153931263,mungkin besar prabowo subianto bakal pilih jadi presiden milu tahun enggak tau lawan nya siapa pokok prabowo presiden,0,0,0,0,in,1276876868340203520,1757166704281735516,bendolganteng,https://twitter.com/bendolganteng/status/1757239186153931263,{},
948,948,948,948,Tue Feb 13 03:04:03 +0000 2024,1757239182572048527,tengah rakyat berteiak mahal harga beras minyak goreng telur bahkan langka beberapa retail presiden justru naik tukin bawaslu sangat jijik pikir pemiluyg urgensi menang dukung presiden macam apa,0,0,0,1,in,1594524306372894720,1757239182572048527,BieMaPutra09,https://twitter.com/BieMaPutra09/status/1757239182572048527,{},
949,949,949,949,Tue Feb 13 03:03:28 +0000 2024,1757239036119548059,baik perhati banget memang bapak presiden panitia milu naik tunjang bansos jelang milu jadi sering bgt panutan banget wajah tersenyum wajah muntah wajah muntah badut badut,0,1,0,0,in,98526607,1757239036119548059,dnbnsm,https://twitter.com/dnbnsm/status/1757239036119548059,{},
950,950,950,950,Tue Feb 13 03:01:19 +0000 2024,1757238493271716101,cakap lucu kelas pagi wanita dengan kerudung warna kulit cerah besok masuk milu tau milu apa anak perempuan warna kulit cerah anak laki-laki warna kulit cerah enggaaaaa wanita dengan kerudung warna kulit cerah milu pilih presiden baru presiden leadernya negara tau siapa presiden skrg anak laki-laki warna kulit cerah anak perempuan warna kulit cerah anies gue auto ngabrut wajah menangis keras wajah menangis keras wajah menangis keras,2,3,8,15,in,110077687,1757238493271716101,yeyeskii,https://twitter.com/yeyeskii/status/1757238493271716101,{},
951,951,951,951,Tue Feb 13 02:57:49 +0000 2024,1757237612027539513,film dirty vote bongkar curang milu laku presiden jokowi,0,0,0,0,in,741277014829715456,1757237612027539513,antuanparker12,https://twitter.com/antuanparker12/status/1757237612027539513,{},
952,952,952,952,Tue Feb 13 02:56:33 +0000 2024,1757237292203397616,- halo kawan laksana milu legislatif presiden depan mata besok pilih tahu alur nyoblos begini cara hm,0,0,1,3,in,848614550,1757237292203397616,e100ss,https://twitter.com/e100ss/status/1757237292203397616,{},
953,953,953,953,Tue Feb 13 02:56:08 +0000 2024,1757237190348910992,pt pln persero unit induk distribusi sumatera barat uid pasti pasok listrik aman andal lama laksana pesta demokrasi februari datang pilih umum milu presiden wakil presiden legislatif,0,2,0,0,in,1352153629931708416,1757237190348910992,plnsumbar,https://twitter.com/plnsumbar/status/1757237190348910992,{},
954,954,954,954,Tue Feb 13 02:55:18 +0000 2024,1757236980700835947,hahah kocak begitu banget tbtb naikin tunjang h- milu enggak sekali presiden lanjut tunjuk langsung sama bapak negara kan cuma punya bapak orang melipat tangan warna kulit cerah,0,0,0,0,in,1475474528369143813,1757236980700835947,heartrobbrs,https://twitter.com/heartrobbrs/status/1757236980700835947,{},
955,955,955,955,Tue Feb 13 02:55:08 +0000 2024,1757236936144822561,jaman partai keadilansampai bahkan milu insha allah tetap pks presiden surabaya x jokowi x insha allah prabowo satu putar,0,0,0,0,in,716231331005337600,1757232005098639696,wisnudirgantar6,https://twitter.com/wisnudirgantar6/status/1757236936144822561,{},
956,956,956,956,Tue Feb 13 02:54:10 +0000 2024,1757236694208962745,milu berita kpk ubah posisi bikin gue sadar presiden terlalu banget jahat,0,0,1,12,in,1701132134,1757236694208962745,ffafiffu,https://twitter.com/ffafiffu/status/1757236694208962745,{},
957,957,957,957,Tue Feb 13 02:52:06 +0000 2024,1757236173037359351,pro kontra makzul sebut elektabilitas milu banyak dukung paslon dukung presiden bagaimana jadi apabila makzul jadi siapa rugi siapa senang luar untung,0,0,0,0,in,432231729,1757235245475356895,lenARDYyasya,https://twitter.com/lenARDYyasya/status/1757236173037359351,{},
958,958,958,958,Tue Feb 13 02:50:01 +0000 2024,1757235650019971180,new post presiden jokowi jadwal nyoblos lokasi,0,0,0,0,in,1382918965366714371,1757235650019971180,intrikdotid,https://twitter.com/intrikdotid/status/1757235650019971180,{},
959,959,959,959,Tue Feb 13 02:48:51 +0000 2024,1757235355852701697,anies sebut dirty vote ungkap tanda-tanda curang milu calon presiden nomor urut anies baswedan kata film judul dirty vote ungkap potensi jadi curang laksana milu,0,1,0,0,in,1660829479340740608,1757235355852701697,ilhamyoid,https://twitter.com/ilhamyoid/status/1757235355852701697,{},
960,960,960,960,Tue Feb 13 02:46:01 +0000 2024,1757234645337554958,milu inggris memang ngaco first hand u- milu enggak pemberitahuan milu wales tempat gue jadi presiden ppi te- gue bolak balik london-cardiff buat sort things out info simpang siur bolak balik duta cuma buat info gajelas,0,1,0,2,in,58875829,1757234645337554958,ardhanfadh,https://twitter.com/ardhanfadh/status/1757234645337554958,{},
961,961,961,961,Tue Feb 13 02:44:53 +0000 2024,1757234360078721179,ha- jangan pj tunjuk presiden capres cawapres biar enggak usah milu,0,0,0,0,in,1007854084085313536,1757234360078721179,gembestboi,https://twitter.com/gembestboi/status/1757234360078721179,{},
962,962,962,962,Tue Feb 13 02:43:57 +0000 2024,1757234123650089342,kalo mau bikin protes presiden lalu film sebut enggak kemarin kemarin milu malah rilis pas hari tenang apa mu pecah belah dengancara kurang etis,0,1,0,0,in,1738891550908895233,1756718908583915635,AbdulRozaq43403,https://twitter.com/AbdulRozaq43403/status/1757234123650089342,{},
963,963,963,963,Tue Feb 13 02:43:05 +0000 2024,1757233904644497501,presiden joko widodo terima undang mungut suara milu ketua kpps tps gambir hamdy basjar istana merdeka jakarta senin tps ada gedung lembaga administrasi negara jalan veteran nomor lurah gambir jakarta pusat,0,1,0,0,in,2393930923,1757233904644497501,lensaRTV,https://twitter.com/lensaRTV/status/1757233904644497501,{},
964,964,964,964,Tue Feb 13 02:42:36 +0000 2024,1757233785345826955,milu presiden jokowi tekan kpps kerja jujur adil tegas cermat,0,0,0,0,in,546123555,1757233785345826955,Kabar_Tangsel,https://twitter.com/Kabar_Tangsel/status/1757233785345826955,{},
965,965,965,965,Tue Feb 13 02:41:21 +0000 2024,1757233468537549309,abah jadi presiden ri aku selalu doa semua curang milu halang semua ingin ubah benar kata abah niat baik sama orang baik tuju baik insyaallah allah buka kan pintu-pintu hasil,0,0,0,15,in,1474269931222958083,163948060127404032,gfmarkley,https://twitter.com/gfmarkley/status/1757233468537549309,{},
966,966,966,966,Tue Feb 13 02:41:19 +0000 2024,1757233462636159349,hihi keren bahasa benar kata orang luar konferensi waktu cuma indonesia waktu umum presiden bahkan milu laksanain tau presiden siapa wkwkwkwk wajah tersenyum lebar wajah tersenyum dengan air mata,0,0,0,0,in,1227766949465034753,1756986352980340846,myricarica,https://twitter.com/myricarica/status/1757233462636159349,{},
967,967,967,967,Tue Feb 13 02:41:05 +0000 2024,1757233402024263692,apa kabar tangan duga tindak pidana milu jember sport garden menunjuk ke bawah apa kabar tangan kasus duga tindak pidana milu acara apel salawat hadir calon wakil presiden via,0,0,0,0,in,21287066,1757233402024263692,beritajatimcom,https://twitter.com/beritajatimcom/status/1757233402024263692,{},
968,968,968,968,Tue Feb 13 02:40:43 +0000 2024,1757233308872986718,begini bang semua tau kok milu hak pribadi kunci rasional lu pilih calon presiden alas enggak masuk akal arti lu enggak rasional lah banyak rasa perlu lu- walaupun cara keras ngata ngatain lembut sekalipun,0,0,0,2,in,1513745425890955268,1757077836899483681,aqualemongirl,https://twitter.com/aqualemongirl/status/1757233308872986718,{},
969,969,969,969,Tue Feb 13 02:40:27 +0000 2024,1757233241118151118,anies baswedan calon presiden nomor urut sangat optimis kalau yakin hati nurani beri hak suara milu sebar seluruh indonesia,0,0,0,0,in,106976813,1757233241118151118,poskupangcom,https://twitter.com/poskupangcom/status/1757233241118151118,{},
970,970,970,970,Tue Feb 13 02:39:13 +0000 2024,1757232934166122754,ha- provinsi baru papua langsung ikut milu ha- keluar putus batas usia tepat tutup daftar pilpres ha- orang presiden netral ha- hakim adil suatu perkara apabila milik konflik penting,0,0,7,81,in,1564863067204501504,1757048126932951486,am22ay09,https://twitter.com/am22ay09/status/1757232934166122754,{},
971,971,971,971,Tue Feb 13 02:37:32 +0000 2024,1757232506615804245,kalo konstusinya boleh mungkin awal paslon ditunuk langsung konstitusi milu demokrasi jauh pihak perintah lihat kurang netral sekarang anak presiden maju,0,1,0,0,in,2404241840,1757077836899483681,xenmhmd,https://twitter.com/xenmhmd/status/1757232506615804245,{},
972,972,972,972,Tue Feb 13 02:37:22 +0000 2024,1757232465444577507,presiden joko widodo tekan seluruh masyarakat mantap kesiap pilih umum milu,0,0,0,0,in,1607167295561863170,1757232465444577507,Sam_Jolland,https://twitter.com/Sam_Jolland/status/1757232465444577507,{},
974,974,974,974,Tue Feb 13 02:36:49 +0000 2024,1757232328282411495,bahan sembako naik bencana alam jadi milu tugas presiden menteri gimana bukan nengokin rakyat asik sibuk kampanye netral ndasmu,0,0,0,0,in,927070903753629696,1757232328282411495,atbzeez,https://twitter.com/atbzeez/status/1757232328282411495,{},
975,975,975,975,Tue Feb 13 02:35:09 +0000 2024,1757231908688482705,h- milu calon bikin sreg yakin banget presiden sih bismillah bagaimana bilik caleg gua coblos partai buruh sih awal tuju nya jelas juang hak buruh,0,0,0,0,in,331442919,1757231908688482705,opacarophille_,https://twitter.com/opacarophille_/status/1757231908688482705,{},
976,976,976,976,Tue Feb 13 02:32:30 +0000 2024,1757231240997163471,skenario besar gagal tambah masa jabat jadi periode panjang masa jabat thn tunda milu paksa paslon pilpres yg gagal jadi prabowo gibran presiden wakil presiden,0,2,0,6,in,1544189100147613696,1757231240997163471,Juju_Julianna_,https://twitter.com/Juju_Julianna_/status/1757231240997163471,{},
977,977,977,977,Tue Feb 13 02:32:05 +0000 2024,1757231136349274283,hari mungut suara milu makin dekat masyarakat daftar daftar pilih tetap dpt pilih presidenwakil presiden anggota dpr ri dpd ri dprd provinsi dprd kabupatenkota,0,0,0,0,in,154456392,1757231136349274283,eranasionalcom,https://twitter.com/eranasionalcom/status/1757231136349274283,{},
978,978,978,978,Tue Feb 13 02:29:27 +0000 2024,1757230472269303963,kalo perintah hadir bansos enggak masalah bozzyg jadi masalah knapa pas milu penting ha- kemensos bukan presiden,0,0,0,0,in,1553013169781903360,1757073722488553979,PaniArtub,https://twitter.com/PaniArtub/status/1757230472269303963,{},
981,981,981,981,Tue Feb 13 02:28:26 +0000 2024,1757230217817678152,atur deh pak kalo perlu enggak usah milu sekali langsung tunjuk presiden ganti biar enggak hambur uang negara biar rakyat enggak saling antem beda pilih,0,0,0,0,in,1437122634207035394,1757230217817678152,_marvvk,https://twitter.com/_marvvk/status/1757230217817678152,{},
982,982,982,982,Tue Feb 13 02:26:01 +0000 2024,1757229610784157756,moga milu jalan lancar amp damai om siapa menang tetap jadi presiden rakyat indonesia,0,2,0,5,in,222035446,1757226783731286230,amurka_bali,https://twitter.com/amurka_bali/status/1757229610784157756,{},
983,983,983,983,Tue Feb 13 02:25:56 +0000 2024,1757229590299529525,milu bimbang balik tarung besar pilpres isu telus akauntabiliti pilih raya presiden pilpres jadi bimbang besar buat sebahagian rakyat media massa utama indonesia,0,0,0,1,in,331383958,1757229590299529525,SinarOnline,https://twitter.com/SinarOnline/status/1757229590299529525,{},
984,984,984,984,Tue Feb 13 02:25:36 +0000 2024,1757229504605679794,lihat malam gue cari temporary gf edisi valentine biar enggak sendiri biar milu dua presiden dua sama calon nya,0,9,0,0,in,1650271493803364352,1757229504605679794,edscound,https://twitter.com/edscound/status/1757229504605679794,{},
985,985,985,985,Tue Feb 13 02:25:35 +0000 2024,1757229502974034211,bawaslu begini bang enggak tau aku golput siapa presiden penting putar ekonomi indonesia enggak kuat kalau milu putar laku lebaran,0,0,0,0,in,1308574137837707264,1757077836899483681,AwangSudrajat,https://twitter.com/AwangSudrajat/status/1757229502974034211,{},
986,986,986,986,Tue Feb 13 02:23:21 +0000 2024,1757228938080944263,umum hubung suka presiden ri no tahun hari mungut suara milu tahun hari libur nasional kjri nang libur buka layan konsuler imigrasi rabu februari,0,1,0,1,in,965109781382885378,1757228938080944263,IndonesiaPenang,https://twitter.com/IndonesiaPenang/status/1757228938080944263,{},
987,987,987,987,Tue Feb 13 02:21:39 +0000 2024,1757228511654498475,cara pilih orang beda langsung suka baik lalu banding perhati dulu riwayat calon presiden evaluasi visi rencana masa depan ikut debat kampanye milu,0,1,0,0,in,970246027327385600,1757228511654498475,Alvianmzd,https://twitter.com/Alvianmzd/status/1757228511654498475,{},
988,988,988,988,Tue Feb 13 02:21:27 +0000 2024,1757228461801013533,from tiktok tokomukena tampak surat suara tahun milu milu sejarah indonesia pertama kali rakyat pilih langsung presiden wakil presiden campur tangan lembaga wakil lima paslon capres,9,2,33,77,in,39677695,1757228461801013533,GNFI,https://twitter.com/GNFI/status/1757228461801013533,{},
989,989,989,989,Tue Feb 13 02:19:25 +0000 2024,1757227948665712922,tanggal februari nati rupa pesta demokrasi semua rakyat indonesia laksana pilih umum pemllu presiden wakil presiden legislatif kalau sobat bingung bagaimana cara pilih milu,0,0,0,2,in,2929617313,1757227948665712922,kantahkabkampar,https://twitter.com/kantahkabkampar/status/1757227948665712922,{},
990,990,990,990,Tue Feb 13 02:18:40 +0000 2024,1757227760861495322,dulu punya anak pas milu mah pilih pilih aja makan omong media terlalu polos enggak kepo sekarang punya anak pikir bagaimana entar segala bijak pimpin negera bakal ngaruh anak rasa pengin menang wajah menahan air mata kalo presiden enggak bener kasihan anak,0,1,0,0,in,1471301190,1757227760861495322,sofyah__,https://twitter.com/sofyah__/status/1757227760861495322,{},
991,991,991,991,Tue Feb 13 02:18:13 +0000 2024,1757227645459464456,pantesan lama milu paling tinggi elektabilitasnya ira benar dukung rakyat tau gendong presiden wkwkwkw enggak berat ta,0,1,1,10,in,1200939311413125120,1757077836899483681,krsjgla,https://twitter.com/krsjgla/status/1757227645459464456,{},
992,992,992,992,Tue Feb 13 02:16:34 +0000 2024,1757227233792684067,ikut informasi jam layan bank jombang kait milu liput pilih presiden wakil presiden pilpres anggota dpr ri anggota dpd ri anggota dprd provinsi anggota dprd kabupatenkota operasional hari kamis februari,0,0,4,0,in,2229429284,1757227233792684067,bankjombang100,https://twitter.com/bankjombang100/status/1757227233792684067,{},
993,993,993,993,Tue Feb 13 02:14:58 +0000 2024,1757226828467748919,gua tonton cuplik cuplik doang damn cuman tonton clip tiktok idiot nya memang milu kerja kelompok kerja kelompok pas milu otwo dongo mana ketua kpu presiden,0,0,0,0,in,1737095037165694976,1756986103582826517,jwadellai,https://twitter.com/jwadellai/status/1757226828467748919,{},
994,994,994,994,Tue Feb 13 02:13:13 +0000 2024,1757226389982617924,yuk ramai milu coblos nomor pastiganjar presiden indonesia,0,0,0,0,in,1739706118405013504,1756886450803757500,BulukCengan,https://twitter.com/BulukCengan/status/1757226389982617924,{},
995,995,995,995,Tue Feb 13 02:08:11 +0000 2024,1757225121994117537,moga milu tahun jalan damai lantik presiden pilih,0,0,0,0,in,967188316436119552,1757220545450381798,oweeman1,https://twitter.com/oweeman1/status/1757225121994117537,{},
996,996,996,996,Tue Feb 13 02:06:20 +0000 2024,1757224658435502344,tahun kali ikut milu presiden baru sadar sama sekarang status beda semua orang nemenin beda semua wajah tersenyum dengan air mata wajah bingung,0,0,0,0,in,1641253108843184130,1757224658435502344,joyful_trsr,https://twitter.com/joyful_trsr/status/1757224658435502344,{},
997,997,997,997,Tue Feb 13 02:04:12 +0000 2024,1757224121954693422,coba nginget jadi tahun lihat dirty vote lihat silence killer lihat berita milu tahun belum bacabaca sejarah presiden rasa pengin muntah lihat politik kotor kepala meledak kepala meledak,0,0,0,0,in,1318212862557368321,1757224121954693422,santimomsa,https://twitter.com/santimomsa/status/1757224121954693422,{},
998,998,998,998,Tue Feb 13 02:03:36 +0000 2024,1757223968376078723,jujur milu tahun kayak deg degan bawa ovt tuju hari h walaupun tau mau pilih siapa te- sempat overthinking kalo doi jadi presiden bagaimana at the end ku sadar apa hasil semua hendak allah jadi yaudah lah wajah menahan air mata,0,0,0,0,in,1357228058,1757223968376078723,meltedcarbonara,https://twitter.com/meltedcarbonara/status/1757223968376078723,{},
999,999,999,999,Tue Feb 13 01:59:35 +0000 2024,1757222959121580043,alas presiden kata serta milu perlu cuti lama milu,0,0,0,0,in,833182176036294661,1756949491473936540,hartono1777,https://twitter.com/hartono1777/status/1757222959121580043,{},
1000,1000,1000,1000,Tue Feb 13 01:58:31 +0000 2024,1757222690958803390,sedih bener dana milu besar pilih presiden legislatif sama tolol kagak mau ajar sari jadi moga teman sedang terima tugas beri sehat aamiin,0,0,0,0,in,977840655526379520,1757222690958803390,ndyo_h,https://twitter.com/ndyo_h/status/1757222690958803390,{},
1001,1001,1001,1001,Tue Feb 13 01:57:20 +0000 2024,1757222393419104388,besok hari milu pilih presiden wakil presiden dpr dprd provinsi kabupatenkota dpd yuk saksi tema milu refleksi masa lalu harap masa depan selasa februari pukul wib,1,1,2,11,in,1155994609,1757222393419104388,ArsipNasionalRI,https://twitter.com/ArsipNasionalRI/status/1757222393419104388,{},
1002,1002,1002,1002,Tue Feb 13 01:57:13 +0000 2024,1757222364344144253,bang apa kau ketik kali mu moga siapa jadi presiden kamu terima moga kamu te- buat keti kali sakaratulmaut jangan henti bang jangan selesai milu lalu hilang juang apa turut benar pertanggungjawaban akhirat,0,0,0,0,in,1263113131305209860,1756998052928458817,Haruna81772564,https://twitter.com/Haruna81772564/status/1757222364344144253,{},
1003,1003,1003,1003,Tue Feb 13 01:56:08 +0000 2024,1757222091353633041,tahun lelah milu segala perintilannya milu legislatif presiden putar feb milu presiden putar ha- sih enggak mungkin enggak you-know-lah juni milu kepala daerah nov mabok enggak tuh,0,1,0,1,in,3275734459,1757222091353633041,statistikan,https://twitter.com/statistikan/status/1757222091353633041,{},
